dataset_id,sample_id,src_idx,dst_idx,src_cell_id,dst_cell_id,ligand,receptor,pathway,mechanism,distance_px,coexpr,causal_score,strength,score
simulation_data,sample1,528,1230,529,1231,LIG04,REC04,Synthetic,Secreted Signaling,44.0113639831543,2.486910104751587,0.5156405568122864,0.8783035278320312,1.0
simulation_data,sample1,425,1230,426,1231,LIG04,REC04,Synthetic,Secreted Signaling,33.95585250854492,3.492583751678467,0.5156405568122864,0.8781421780586243,0.9999121427536011
simulation_data,sample1,162,1230,163,1231,LIG04,REC04,Synthetic,Secreted Signaling,31.064449310302734,3.492583751678467,0.5156405568122864,0.8780355453491211,0.9998541474342346
simulation_data,sample1,148,1230,149,1231,LIG04,REC04,Synthetic,Secreted Signaling,25.495098114013672,3.292819023132324,0.5156405568122864,0.8777813911437988,0.9997158050537109
simulation_data,sample1,34,691,35,692,LIG03,REC03,Synthetic,Secreted Signaling,30.805843353271484,1.9768890142440796,0.9998366832733154,0.8465118408203125,0.9826966524124146
simulation_data,sample1,97,802,98,803,LIG03,REC03,Synthetic,Secreted Signaling,47.423622131347656,2.7086586952209473,0.47680556774139404,0.8464316129684448,0.9826529026031494
simulation_data,sample1,94,1014,95,1015,LIG04,REC04,Synthetic,Secreted Signaling,48.83646011352539,2.8729841709136963,0.9919347763061523,0.8461116552352905,0.9824787974357605
simulation_data,sample1,446,1014,447,1015,LIG04,REC04,Synthetic,Secreted Signaling,48.27007293701172,2.6377828121185303,0.9919347763061523,0.8460296392440796,0.9824341535568237
simulation_data,sample1,31,691,32,692,LIG03,REC03,Synthetic,Secreted Signaling,30.870698928833008,1.1725260019302368,0.9998366832733154,0.8459744453430176,0.9824041724205017
simulation_data,sample1,34,1014,35,1015,LIG04,REC04,Synthetic,Secreted Signaling,38.470767974853516,2.8729841709136963,0.9919347763061523,0.8457369804382324,0.9822748899459839
simulation_data,sample1,31,1014,32,1015,LIG04,REC04,Synthetic,Secreted Signaling,30.528675079345703,1.8511977195739746,0.9919347763061523,0.8450669050216675,0.9819101691246033
simulation_data,sample1,131,802,132,803,LIG03,REC03,Synthetic,Secreted Signaling,42.04759216308594,2.7086586952209473,0.47680556774139404,0.844724714756012,0.981723964214325
simulation_data,sample1,314,802,315,803,LIG03,REC03,Synthetic,Secreted Signaling,35.35533905029297,3.292819023132324,0.47680556774139404,0.8431581854820251,0.980871319770813
simulation_data,sample1,238,802,239,803,LIG03,REC03,Synthetic,Secreted Signaling,29.73213768005371,3.492583751678467,0.47680556774139404,0.8413453698158264,0.9798846244812012
simulation_data,sample1,34,1152,35,1153,LIG03,REC03,Synthetic,Secreted Signaling,48.166378021240234,2.134962320327759,0.5506318807601929,0.8353153467178345,0.9766026139259338
simulation_data,sample1,180,1343,181,1344,LIG04,REC04,Synthetic,Secreted Signaling,48.093658447265625,2.8729841709136963,0.47840431332588196,0.8145882487297058,0.9653214812278748
simulation_data,sample1,314,1343,315,1344,LIG04,REC04,Synthetic,Secreted Signaling,47.434165954589844,2.8729841709136963,0.47840431332588196,0.8145567178726196,0.9653043150901794
simulation_data,sample1,238,1343,239,1344,LIG04,REC04,Synthetic,Secreted Signaling,40.24922180175781,1.7562106847763062,0.47840431332588196,0.8136590719223022,0.9648157358169556
simulation_data,sample1,51,639,52,640,LIG03,REC03,Synthetic,Secreted Signaling,44.14748001098633,2.508108615875244,0.4843592941761017,0.8070207238197327,0.9612026810646057
simulation_data,sample1,22,639,23,640,LIG03,REC03,Synthetic,Secreted Signaling,40.607879638671875,2.508108615875244,0.4843592941761017,0.8058344721794128,0.9605570435523987
simulation_data,sample1,294,639,295,640,LIG03,REC03,Synthetic,Secreted Signaling,36.22154235839844,2.508108615875244,0.4843592941761017,0.8043040037155151,0.9597240090370178
simulation_data,sample1,288,1202,289,1203,LIG04,REC04,Synthetic,Secreted Signaling,47.67599105834961,3.0490176677703857,0.5229609608650208,0.7926549911499023,0.9533838629722595
simulation_data,sample1,473,1353,474,1354,LIG04,REC04,Synthetic,Secreted Signaling,47.434165954589844,2.486910104751587,0.47663238644599915,0.7877561450004578,0.9507175087928772
simulation_data,sample1,288,1353,289,1354,LIG04,REC04,Synthetic,Secreted Signaling,47.67599105834961,3.0490176677703857,0.47663238644599915,0.7875983715057373,0.9506316781044006
simulation_data,sample1,163,649,164,650,LIG03,REC03,Synthetic,Secreted Signaling,47.85394287109375,2.302778482437134,0.48672792315483093,0.7811179161071777,0.9471045136451721
simulation_data,sample1,283,1071,284,1072,LIG03,REC03,Synthetic,Secreted Signaling,48.66210174560547,3.0490176677703857,0.4964222013950348,0.7749499082565308,0.9437474012374878
simulation_data,sample1,198,1290,199,1291,LIG03,REC03,Synthetic,Secreted Signaling,40.79215621948242,3.0490176677703857,0.5160878896713257,0.7737259864807129,0.9430813193321228
simulation_data,sample1,525,1071,526,1072,LIG03,REC03,Synthetic,Secreted Signaling,42.296573638916016,2.134962320327759,0.4964222013950348,0.7723792791366577,0.9423482418060303
simulation_data,sample1,22,1207,23,1208,LIG03,REC03,Synthetic,Secreted Signaling,48.041648864746094,2.7086586952209473,0.5197857022285461,0.77213454246521,0.9422151446342468
simulation_data,sample1,294,1207,295,1208,LIG03,REC03,Synthetic,Secreted Signaling,44.283180236816406,2.7086586952209473,0.5197857022285461,0.7706335186958313,0.9413981437683105
simulation_data,sample1,596,1230,597,1231,LIG04,REC04,Synthetic,Secreted Signaling,47.6340217590332,3.0490176677703857,0.4142482280731201,0.7687170505523682,0.9403550624847412
simulation_data,sample1,444,1230,445,1231,LIG04,REC04,Synthetic,Secreted Signaling,46.097721099853516,2.7086586952209473,0.4142482280731201,0.7682695388793945,0.940111517906189
simulation_data,sample1,219,1230,220,1231,LIG04,REC04,Synthetic,Secreted Signaling,25.01999282836914,3.0490176677703857,0.4142482280731201,0.7666007280349731,0.939203143119812
simulation_data,sample1,273,1405,274,1406,LIG03,REC03,Synthetic,Secreted Signaling,46.51881408691406,2.134962320327759,0.5324442982673645,0.7633800506591797,0.9374502897262573
simulation_data,sample1,219,878,220,879,LIG10,REC10,Synthetic,Secreted Signaling,47.53945541381836,3.492583751678467,0.5190157890319824,0.7620354890823364,0.9367184042930603
simulation_data,sample1,200,1305,201,1306,LIG04,REC04,Synthetic,Secreted Signaling,48.08325958251953,2.486910104751587,0.49581795930862427,0.7619702816009521,0.9366829991340637
simulation_data,sample1,507,1305,508,1306,LIG04,REC04,Synthetic,Secreted Signaling,40.52159881591797,3.292819023132324,0.49581795930862427,0.7618154287338257,0.9365986585617065
simulation_data,sample1,31,1381,32,1382,LIG03,REC03,Synthetic,Secreted Signaling,46.14108657836914,1.2662818431854248,0.9739291071891785,0.7616127729415894,0.9364883303642273
simulation_data,sample1,383,1169,384,1170,LIG03,REC03,Synthetic,Secreted Signaling,49.648765563964844,2.2644834518432617,0.9630574584007263,0.7615921497344971,0.9364771842956543
simulation_data,sample1,291,1171,292,1172,LIG04,REC04,Synthetic,Secreted Signaling,47.51841735839844,2.486910104751587,0.5270460844039917,0.7615901827812195,0.9364761114120483
simulation_data,sample1,303,1212,304,1213,LIG05,REC05,Synthetic,Secreted Signaling,40.4474983215332,2.6377828121185303,0.4877203106880188,0.7615888714790344,0.936475396156311
simulation_data,sample1,288,960,289,961,LIG05,REC05,Synthetic,Secreted Signaling,46.06517028808594,3.2339916229248047,0.46956315636634827,0.7615620493888855,0.9364607930183411
simulation_data,sample1,223,1305,224,1306,LIG04,REC04,Synthetic,Secreted Signaling,42.54409408569336,2.486910104751587,0.49581795930862427,0.760987401008606,0.9361479878425598
simulation_data,sample1,288,607,289,608,LIG04,REC04,Synthetic,Secreted Signaling,41.62931823730469,3.0490176677703857,0.5028963088989258,0.7608208656311035,0.9360573887825012
simulation_data,sample1,68,1405,69,1406,LIG03,REC03,Synthetic,Secreted Signaling,40.024993896484375,1.4202041625976562,0.5324442982673645,0.7597734332084656,0.9354872703552246
simulation_data,sample1,40,751,41,752,LIG03,REC03,Synthetic,Secreted Signaling,49.04079818725586,3.2339916229248047,0.47430694103240967,0.7307229042053223,0.919675886631012
simulation_data,sample1,308,751,309,752,LIG03,REC03,Synthetic,Secreted Signaling,49.0,3.2339916229248047,0.47430694103240967,0.730705976486206,0.9196667075157166
simulation_data,sample1,178,751,179,752,LIG03,REC03,Synthetic,Secreted Signaling,49.57822036743164,2.6377828121185303,0.47430694103240967,0.7306407690048218,0.9196311235427856
simulation_data,sample1,295,751,296,752,LIG03,REC03,Synthetic,Secreted Signaling,46.615447998046875,2.6377828121185303,0.47430694103240967,0.7293887734413147,0.9189497232437134
simulation_data,sample1,221,713,222,714,LIG03,REC03,Synthetic,Secreted Signaling,47.26520919799805,1.9768890142440796,0.4931669533252716,0.7138973474502563,0.9105181694030762
simulation_data,sample1,304,761,305,762,LIG03,REC03,Synthetic,Secreted Signaling,46.52956008911133,2.508108615875244,0.5079044699668884,0.713159441947937,0.9101164937019348
simulation_data,sample1,288,713,289,714,LIG03,REC03,Synthetic,Secreted Signaling,43.26661682128906,2.508108615875244,0.4931669533252716,0.7128328084945679,0.9099387526512146
simulation_data,sample1,203,761,204,762,LIG03,REC03,Synthetic,Secreted Signaling,44.92215347290039,2.302778482437134,0.5079044699668884,0.7124361991882324,0.9097229242324829
simulation_data,sample1,113,761,114,762,LIG03,REC03,Synthetic,Secreted Signaling,41.617305755615234,2.508108615875244,0.5079044699668884,0.7113730311393738,0.9091442823410034
simulation_data,sample1,163,713,164,714,LIG03,REC03,Synthetic,Secreted Signaling,38.327537536621094,2.302778482437134,0.4931669533252716,0.7099980115890503,0.9083958268165588
simulation_data,sample1,406,761,407,762,LIG03,REC03,Synthetic,Secreted Signaling,35.608985900878906,2.508108615875244,0.5079044699668884,0.7090733051300049,0.9078925848007202
simulation_data,sample1,283,1152,284,1153,LIG03,REC03,Synthetic,Secreted Signaling,41.72529220581055,3.0490176677703857,0.4652058184146881,0.702358603477478,0.9042379260063171
simulation_data,sample1,562,1152,563,1153,LIG03,REC03,Synthetic,Secreted Signaling,38.60051727294922,2.486910104751587,0.4652058184146881,0.6990138292312622,0.9024174809455872
